Entity,Code,Day,total_vaccinations_per_hundred
Cote d'Ivoire,CIV,2021-04-22,0.4
Cote d'Ivoire,CIV,2021-04-23,0.42
Cote d'Ivoire,CIV,2021-04-24,0.43
Cote d'Ivoire,CIV,2021-04-25,0.44
Cote d'Ivoire,CIV,2021-04-26,0.44
Cote d'Ivoire,CIV,2021-04-27,0.47
Cote d'Ivoire,CIV,2021-04-28,0.49
Cote d'Ivoire,CIV,2021-04-29,0.52
Cote d'Ivoire,CIV,2021-04-30,0.55
Cote d'Ivoire,CIV,2021-05-01,0.59
Cote d'Ivoire,CIV,2021-05-02,0.6
Cote d'Ivoire,CIV,2021-05-03,0.62
Cote d'Ivoire,CIV,2021-05-04,0.68
Cote d'Ivoire,CIV,2021-05-05,0.73
Cote d'Ivoire,CIV,2021-05-06,0.79
Cote d'Ivoire,CIV,2021-05-07,0.87
Cote d'Ivoire,CIV,2021-05-08,0.93
Cote d'Ivoire,CIV,2021-05-09,0.97
Cote d'Ivoire,CIV,2021-05-10,0.99
Cote d'Ivoire,CIV,2021-05-11,1.04
Cote d'Ivoire,CIV,2021-05-12,1.08
Cote d'Ivoire,CIV,2021-05-13,1.09
Cote d'Ivoire,CIV,2021-05-14,1.11
Cote d'Ivoire,CIV,2021-05-15,1.19
Cote d'Ivoire,CIV,2021-05-16,1.23
Cote d'Ivoire,CIV,2021-05-17,1.26
Cote d'Ivoire,CIV,2021-05-18,1.35
Cote d'Ivoire,CIV,2021-05-19,1.45
Cote d'Ivoire,CIV,2021-05-20,1.55
Cote d'Ivoire,CIV,2021-05-21,1.65
Cote d'Ivoire,CIV,2021-05-22,1.75
Cote d'Ivoire,CIV,2021-05-23,1.8
Cote d'Ivoire,CIV,2021-05-24,1.82
Cote d'Ivoire,CIV,2021-05-25,1.83
Cote d'Ivoire,CIV,2021-05-27,1.95
Cote d'Ivoire,CIV,2021-05-28,1.98
Cote d'Ivoire,CIV,2021-05-29,2
Cote d'Ivoire,CIV,2021-05-31,2
Cote d'Ivoire,CIV,2021-06-01,2.01
Cote d'Ivoire,CIV,2021-06-02,2.05
Cote d'Ivoire,CIV,2021-06-03,2.1
Cote d'Ivoire,CIV,2021-06-05,2.19
Cote d'Ivoire,CIV,2021-06-06,2.23
Cote d'Ivoire,CIV,2021-06-07,2.24
Cote d'Ivoire,CIV,2021-06-08,2.31
Cote d'Ivoire,CIV,2021-06-09,2.38
Cote d'Ivoire,CIV,2021-06-10,2.45
Cote d'Ivoire,CIV,2021-06-11,2.5
Cote d'Ivoire,CIV,2021-06-12,2.54
Cote d'Ivoire,CIV,2021-06-13,2.56
Cote d'Ivoire,CIV,2021-06-14,2.57
Cote d'Ivoire,CIV,2021-06-15,2.61
Cote d'Ivoire,CIV,2021-06-16,2.63
Cote d'Ivoire,CIV,2021-06-17,2.65
Cote d'Ivoire,CIV,2021-06-18,2.67
Cote d'Ivoire,CIV,2021-06-19,2.68
Cote d'Ivoire,CIV,2021-06-20,2.68
Cote d'Ivoire,CIV,2021-06-21,2.71
Cote d'Ivoire,CIV,2021-06-22,2.72
Cote d'Ivoire,CIV,2021-06-23,2.73
Cote d'Ivoire,CIV,2021-06-24,2.73
Cote d'Ivoire,CIV,2021-06-25,2.74
Cote d'Ivoire,CIV,2021-06-28,2.75
Cote d'Ivoire,CIV,2021-06-29,2.77
Cote d'Ivoire,CIV,2021-06-30,2.8
Cote d'Ivoire,CIV,2021-07-01,2.84
Cote d'Ivoire,CIV,2021-07-02,2.89
Cote d'Ivoire,CIV,2021-07-03,2.92
Cote d'Ivoire,CIV,2021-07-04,2.95
Cote d'Ivoire,CIV,2021-07-05,2.96
Cote d'Ivoire,CIV,2021-07-06,3.01
Cote d'Ivoire,CIV,2021-07-07,3.05
Cote d'Ivoire,CIV,2021-07-08,3.09
Cote d'Ivoire,CIV,2021-07-09,3.15
Cote d'Ivoire,CIV,2021-07-12,3.17
Cote d'Ivoire,CIV,2021-07-13,3.18
Cote d'Ivoire,CIV,2021-07-14,3.2
Cote d'Ivoire,CIV,2021-07-15,3.23
Cote d'Ivoire,CIV,2021-07-16,3.27
Cote d'Ivoire,CIV,2021-07-17,3.3
Cote d'Ivoire,CIV,2021-07-18,3.31
Cote d'Ivoire,CIV,2021-07-19,3.32
Cote d'Ivoire,CIV,2021-07-20,3.35
Cote d'Ivoire,CIV,2021-07-21,3.35
Cote d'Ivoire,CIV,2021-07-23,3.39
Cote d'Ivoire,CIV,2021-07-24,3.42
Cote d'Ivoire,CIV,2021-07-25,3.45
Cote d'Ivoire,CIV,2021-07-26,3.46
Cote d'Ivoire,CIV,2021-07-27,3.49
Cote d'Ivoire,CIV,2021-07-28,3.55
Cote d'Ivoire,CIV,2021-07-29,3.6
Cote d'Ivoire,CIV,2021-07-30,3.66
Cote d'Ivoire,CIV,2021-07-31,3.73
Cote d'Ivoire,CIV,2021-08-01,3.77
Cote d'Ivoire,CIV,2021-08-02,3.78
Cote d'Ivoire,CIV,2021-08-03,3.94
Cote d'Ivoire,CIV,2021-08-04,4.06
Cote d'Ivoire,CIV,2021-08-05,4.13
Cote d'Ivoire,CIV,2021-08-06,4.14
Cote d'Ivoire,CIV,2021-08-07,4.21
Cote d'Ivoire,CIV,2021-08-08,4.23
Cote d'Ivoire,CIV,2021-08-09,4.24
Cote d'Ivoire,CIV,2021-08-10,4.31
Cote d'Ivoire,CIV,2021-08-11,4.37
Cote d'Ivoire,CIV,2021-08-12,4.42
Cote d'Ivoire,CIV,2021-08-13,4.46
Cote d'Ivoire,CIV,2021-08-14,4.49
Cote d'Ivoire,CIV,2021-08-16,4.54
Cote d'Ivoire,CIV,2021-08-17,4.61
Cote d'Ivoire,CIV,2021-08-18,4.61
Cote d'Ivoire,CIV,2021-08-19,4.63
Cote d'Ivoire,CIV,2021-08-20,4.67
Cote d'Ivoire,CIV,2021-08-21,4.69
Cote d'Ivoire,CIV,2021-08-22,4.71
Cote d'Ivoire,CIV,2021-08-23,4.72
Cote d'Ivoire,CIV,2021-08-24,4.76
Cote d'Ivoire,CIV,2021-08-25,4.78
Cote d'Ivoire,CIV,2021-08-26,4.8
Cote d'Ivoire,CIV,2021-08-27,4.81
Cote d'Ivoire,CIV,2021-08-28,4.85
Cote d'Ivoire,CIV,2021-08-30,4.91
Cote d'Ivoire,CIV,2021-08-31,5
Cote d'Ivoire,CIV,2021-09-01,5.06
Cote d'Ivoire,CIV,2021-09-03,5.19
Cote d'Ivoire,CIV,2021-09-04,5.25
Cote d'Ivoire,CIV,2021-09-05,5.3
Cote d'Ivoire,CIV,2021-09-06,5.34
Cote d'Ivoire,CIV,2021-09-07,5.39
Cote d'Ivoire,CIV,2021-09-10,5.42
Cote d'Ivoire,CIV,2021-09-12,5.7
Cote d'Ivoire,CIV,2021-09-13,5.72
Cote d'Ivoire,CIV,2021-09-14,5.81
Cote d'Ivoire,CIV,2021-09-15,5.99
Cote d'Ivoire,CIV,2021-09-16,6.15
Cote d'Ivoire,CIV,2021-09-17,6.28
Cote d'Ivoire,CIV,2021-09-18,6.42
Cote d'Ivoire,CIV,2021-09-19,6.51
Cote d'Ivoire,CIV,2021-09-20,6.56
Cote d'Ivoire,CIV,2021-09-22,6.79
Cote d'Ivoire,CIV,2021-09-23,6.91
Croatia,HRV,2020-12-30,0.19
Croatia,HRV,2021-01-03,0.3
Croatia,HRV,2021-01-05,0.34
Croatia,HRV,2021-01-07,0.5
Croatia,HRV,2021-01-08,0.61
Croatia,HRV,2021-01-09,0.73
Croatia,HRV,2021-01-13,0.85
Croatia,HRV,2021-01-14,0.93
Croatia,HRV,2021-01-15,1.02
Croatia,HRV,2021-01-16,1.12
Croatia,HRV,2021-01-19,1.33
Croatia,HRV,2021-01-22,1.59
Croatia,HRV,2021-01-25,1.71
Croatia,HRV,2021-01-29,1.96
Croatia,HRV,2021-02-01,2.06
Croatia,HRV,2021-02-03,2.15
Croatia,HRV,2021-02-04,2.34
Croatia,HRV,2021-02-09,2.5
Croatia,HRV,2021-02-11,2.76
Croatia,HRV,2021-02-15,2.95
Croatia,HRV,2021-02-18,3.48
Croatia,HRV,2021-02-22,4.07
Croatia,HRV,2021-02-24,4.51
Croatia,HRV,2021-02-25,4.76
Croatia,HRV,2021-03-01,5.22
Croatia,HRV,2021-03-04,5.93
Croatia,HRV,2021-03-08,6.5
Croatia,HRV,2021-03-12,7.37
Croatia,HRV,2021-03-19,8.94
Croatia,HRV,2021-03-22,9.57
Croatia,HRV,2021-03-26,10.21
Croatia,HRV,2021-03-28,10.54
Croatia,HRV,2021-03-31,11.67
Croatia,HRV,2021-04-01,12.21
Croatia,HRV,2021-04-02,12.67
Croatia,HRV,2021-04-04,12.85
Croatia,HRV,2021-04-06,12.9
Croatia,HRV,2021-04-07,13.07
Croatia,HRV,2021-04-08,13.31
Croatia,HRV,2021-04-09,13.86
Croatia,HRV,2021-04-10,14.31
Croatia,HRV,2021-04-11,14.41
Croatia,HRV,2021-04-12,14.59
Croatia,HRV,2021-04-13,14.83
Croatia,HRV,2021-04-14,15.13
Croatia,HRV,2021-04-15,15.77
Croatia,HRV,2021-04-16,16.46
Croatia,HRV,2021-04-17,16.94
Croatia,HRV,2021-04-18,16.99
Croatia,HRV,2021-04-19,17.1
Croatia,HRV,2021-04-20,17.37
Croatia,HRV,2021-04-21,17.79
Croatia,HRV,2021-04-22,18.3
Croatia,HRV,2021-04-23,18.87
Croatia,HRV,2021-04-24,19.25
Croatia,HRV,2021-04-25,19.49
Croatia,HRV,2021-04-26,19.57
Croatia,HRV,2021-04-27,19.92
Croatia,HRV,2021-04-28,20.23
Croatia,HRV,2021-04-29,21.38
Croatia,HRV,2021-04-30,22.08
Croatia,HRV,2021-05-01,22.24
Croatia,HRV,2021-05-02,22.27
Croatia,HRV,2021-05-03,22.58
Croatia,HRV,2021-05-04,23.14
Croatia,HRV,2021-05-05,23.99
Croatia,HRV,2021-05-06,25.13
Croatia,HRV,2021-05-07,26.43
Croatia,HRV,2021-05-08,27.38
Croatia,HRV,2021-05-09,27.72
Croatia,HRV,2021-05-10,28.28
Croatia,HRV,2021-05-11,29.07
Croatia,HRV,2021-05-13,31.07
Croatia,HRV,2021-05-14,32.11
Croatia,HRV,2021-05-15,33
Croatia,HRV,2021-05-16,33.06
Croatia,HRV,2021-05-17,33.56
Croatia,HRV,2021-05-18,34.45
Croatia,HRV,2021-05-19,35.53
Croatia,HRV,2021-05-21,37.96
Croatia,HRV,2021-05-22,38.74
Croatia,HRV,2021-05-23,38.78
Croatia,HRV,2021-05-24,39.33
Croatia,HRV,2021-05-25,39.4
Croatia,HRV,2021-05-26,40.31
Croatia,HRV,2021-05-27,41.32
Croatia,HRV,2021-05-28,42.2
Croatia,HRV,2021-05-29,42.84
Croatia,HRV,2021-05-30,42.9
Croatia,HRV,2021-05-31,43.45
Croatia,HRV,2021-06-01,44.19
Croatia,HRV,2021-06-02,45.26
Croatia,HRV,2021-06-03,45.45
Croatia,HRV,2021-06-04,46.2
Croatia,HRV,2021-06-05,46.6
Croatia,HRV,2021-06-06,46.64
Croatia,HRV,2021-06-07,47.06
Croatia,HRV,2021-06-08,47.72
Croatia,HRV,2021-06-10,50.05
Croatia,HRV,2021-06-11,51.14
Croatia,HRV,2021-06-13,52.43
Croatia,HRV,2021-06-14,53.04
Croatia,HRV,2021-06-15,53.82
Croatia,HRV,2021-06-16,54.37
Croatia,HRV,2021-06-18,56.8
Croatia,HRV,2021-06-20,57.81
Croatia,HRV,2021-06-21,58.3
Croatia,HRV,2021-06-22,58.55
Croatia,HRV,2021-06-23,59.4
Croatia,HRV,2021-06-25,61.32
Croatia,HRV,2021-06-26,61.85
Croatia,HRV,2021-06-27,61.98
Croatia,HRV,2021-06-28,62.35
Croatia,HRV,2021-06-29,63.05
Croatia,HRV,2021-07-02,64.51
Croatia,HRV,2021-07-03,65.28
Croatia,HRV,2021-07-04,65.4
Croatia,HRV,2021-07-05,65.84
Croatia,HRV,2021-07-06,66.5
Croatia,HRV,2021-07-07,67.16
Croatia,HRV,2021-07-09,68.41
Croatia,HRV,2021-07-10,68.95
Croatia,HRV,2021-07-11,69.02
Croatia,HRV,2021-07-12,69.41
Croatia,HRV,2021-07-13,69.79
Croatia,HRV,2021-07-14,70.34
Croatia,HRV,2021-07-16,71.21
Croatia,HRV,2021-07-17,71.43
Croatia,HRV,2021-07-18,71.47
Croatia,HRV,2021-07-19,71.8
Croatia,HRV,2021-07-20,72.25
Croatia,HRV,2021-07-21,72.65
Croatia,HRV,2021-07-22,73.03
Croatia,HRV,2021-07-23,73.43
Croatia,HRV,2021-07-25,73.71
Croatia,HRV,2021-07-26,73.95
Croatia,HRV,2021-07-27,74.27
Croatia,HRV,2021-07-28,74.55
Croatia,HRV,2021-07-30,75.18
Croatia,HRV,2021-07-31,75.42
Croatia,HRV,2021-08-01,75.48
Croatia,HRV,2021-08-02,75.74
Croatia,HRV,2021-08-03,75.93
Croatia,HRV,2021-08-04,76.18
Croatia,HRV,2021-08-05,76.2
Croatia,HRV,2021-08-06,76.41
Croatia,HRV,2021-08-07,76.53
Croatia,HRV,2021-08-08,76.57
Croatia,HRV,2021-08-09,76.73
Croatia,HRV,2021-08-10,76.95
Croatia,HRV,2021-08-11,77.15
Croatia,HRV,2021-08-12,77.37
Croatia,HRV,2021-08-13,77.57
Croatia,HRV,2021-08-15,77.67
Croatia,HRV,2021-08-16,77.82
Croatia,HRV,2021-08-17,77.97
Croatia,HRV,2021-08-18,78.19
Croatia,HRV,2021-08-19,78.42
Croatia,HRV,2021-08-20,78.6
Croatia,HRV,2021-08-21,78.7
Croatia,HRV,2021-08-22,78.71
Croatia,HRV,2021-08-23,78.88
Croatia,HRV,2021-08-24,79.08
Croatia,HRV,2021-08-26,79.5
Croatia,HRV,2021-08-27,79.7
Croatia,HRV,2021-08-28,79.8
Croatia,HRV,2021-08-29,79.83
Croatia,HRV,2021-08-30,79.99
Croatia,HRV,2021-09-01,80.33
Croatia,HRV,2021-09-02,80.52
Croatia,HRV,2021-09-03,80.69
Croatia,HRV,2021-09-04,80.77
Croatia,HRV,2021-09-05,80.78
Croatia,HRV,2021-09-06,80.91
Croatia,HRV,2021-09-08,81.2
Croatia,HRV,2021-09-09,81.37
Croatia,HRV,2021-09-10,81.51
Croatia,HRV,2021-09-11,81.6
Croatia,HRV,2021-09-12,81.62
Croatia,HRV,2021-09-13,81.73
Croatia,HRV,2021-09-14,81.88
Croatia,HRV,2021-09-15,82.05
Croatia,HRV,2021-09-16,82.24
Croatia,HRV,2021-09-17,82.43
Croatia,HRV,2021-09-18,82.52
Croatia,HRV,2021-09-19,82.54
Croatia,HRV,2021-09-20,82.66
Croatia,HRV,2021-09-21,82.82
Croatia,HRV,2021-09-22,83.01
Croatia,HRV,2021-09-23,83.23
Cuba,CUB,2021-05-31,18.01
Cuba,CUB,2021-06-01,19.65
Cuba,CUB,2021-06-02,21.28
Cuba,CUB,2021-06-03,22.91
Cuba,CUB,2021-06-04,24.16
Cuba,CUB,2021-06-05,25.14
Cuba,CUB,2021-06-06,25.47
Cuba,CUB,2021-06-07,26.04
Cuba,CUB,2021-06-08,26.65
Cuba,CUB,2021-06-09,27.64
Cuba,CUB,2021-06-10,28.92
Cuba,CUB,2021-06-11,30.22
Cuba,CUB,2021-06-12,31.67
Cuba,CUB,2021-06-13,32.09
Cuba,CUB,2021-06-14,34
Cuba,CUB,2021-06-15,36.09
Cuba,CUB,2021-06-16,38.24
Cuba,CUB,2021-06-17,40.09
Cuba,CUB,2021-06-18,41.72
Cuba,CUB,2021-06-19,42.9
Cuba,CUB,2021-06-20,43.23
Cuba,CUB,2021-06-21,44
Cuba,CUB,2021-06-22,45.19
Cuba,CUB,2021-06-23,46.21
Cuba,CUB,2021-06-24,47.08
Cuba,CUB,2021-06-25,48.53
Cuba,CUB,2021-06-26,49.4
Cuba,CUB,2021-06-27,50.16
Cuba,CUB,2021-06-28,51.68
Cuba,CUB,2021-06-29,52.92
Cuba,CUB,2021-06-30,54.19
Cuba,CUB,2021-07-01,56.5
Cuba,CUB,2021-07-02,58.08
Cuba,CUB,2021-07-03,58.99
Cuba,CUB,2021-07-04,59.37
Cuba,CUB,2021-07-05,59.72
Cuba,CUB,2021-07-06,60.38
Cuba,CUB,2021-07-07,61.9
Cuba,CUB,2021-07-08,63.27
Cuba,CUB,2021-07-09,64.28
Cuba,CUB,2021-07-10,66
Cuba,CUB,2021-07-11,66.33
Cuba,CUB,2021-07-12,67.31
Cuba,CUB,2021-07-13,68.63
Cuba,CUB,2021-07-14,69.8
Cuba,CUB,2021-07-15,70.95
Cuba,CUB,2021-07-16,71.98
Cuba,CUB,2021-07-17,72.68
Cuba,CUB,2021-07-18,72.99
Cuba,CUB,2021-07-19,73.49
Cuba,CUB,2021-07-20,74.12
Cuba,CUB,2021-07-21,75.52
Cuba,CUB,2021-07-22,76.71
Cuba,CUB,2021-07-23,77.8
Cuba,CUB,2021-07-24,78.64
Cuba,CUB,2021-07-25,78.76
Cuba,CUB,2021-07-26,79.04
Cuba,CUB,2021-07-27,80.28
Cuba,CUB,2021-07-28,81.02
Cuba,CUB,2021-07-30,85.27
Cuba,CUB,2021-07-31,87.42
Cuba,CUB,2021-08-01,88.9
Cuba,CUB,2021-08-02,90.72
Cuba,CUB,2021-08-03,92.58
Cuba,CUB,2021-08-04,93.81
Cuba,CUB,2021-08-05,94.66
Cuba,CUB,2021-08-06,95.31
Cuba,CUB,2021-08-07,95.67
Cuba,CUB,2021-08-08,95.86
Cuba,CUB,2021-08-09,96.49
Cuba,CUB,2021-08-10,97.21
Cuba,CUB,2021-08-11,97.72
Cuba,CUB,2021-08-12,99.26
Cuba,CUB,2021-08-13,100.81
Cuba,CUB,2021-08-14,102.78
Cuba,CUB,2021-08-15,106.65
Cuba,CUB,2021-08-16,108.02
Cuba,CUB,2021-08-17,108.57
Cuba,CUB,2021-08-18,108.86
Cuba,CUB,2021-08-19,109.13
Cuba,CUB,2021-08-20,109.83
Cuba,CUB,2021-08-21,110.51
Cuba,CUB,2021-08-22,111.22
Cuba,CUB,2021-08-23,112.21
Cuba,CUB,2021-08-24,113.57
Cuba,CUB,2021-08-25,114.5
Cuba,CUB,2021-08-26,116.46
Cuba,CUB,2021-08-27,118.22
Cuba,CUB,2021-08-28,120.11
Cuba,CUB,2021-08-29,121.4
Cuba,CUB,2021-08-30,123.02
Cuba,CUB,2021-08-31,124.72
Cuba,CUB,2021-09-01,126.61
Cuba,CUB,2021-09-03,128.76
Cuba,CUB,2021-09-04,129.64
Cuba,CUB,2021-09-07,134.68
Cuba,CUB,2021-09-08,137.19
Cuba,CUB,2021-09-09,139.83
Cuba,CUB,2021-09-10,143.11
Cuba,CUB,2021-09-11,145.25
Cuba,CUB,2021-09-12,146.05
Cuba,CUB,2021-09-13,147.53
Cuba,CUB,2021-09-14,149.71
Cuba,CUB,2021-09-15,152.15
Cuba,CUB,2021-09-16,154.61
Cuba,CUB,2021-09-17,156.98
Cuba,CUB,2021-09-18,160.16
Cuba,CUB,2021-09-19,162.6
Cuba,CUB,2021-09-20,165.7
Cuba,CUB,2021-09-21,168.54
Curacao,CUW,2021-03-29,11.9
Curacao,CUW,2021-03-30,12.43
Curacao,CUW,2021-04-01,13.56
Curacao,CUW,2021-04-05,17.07
Curacao,CUW,2021-04-06,18.33
Curacao,CUW,2021-04-07,19.62
Curacao,CUW,2021-04-08,20.71
Curacao,CUW,2021-04-09,22.37
Curacao,CUW,2021-04-10,24.67
Curacao,CUW,2021-04-13,30.3
Curacao,CUW,2021-04-14,32.48
Curacao,CUW,2021-04-15,35.3
Curacao,CUW,2021-04-16,37.03
Curacao,CUW,2021-04-17,39.11
Curacao,CUW,2021-04-19,41.72
Curacao,CUW,2021-04-20,43.67
Curacao,CUW,2021-04-21,45.41
Curacao,CUW,2021-04-22,47.14
Curacao,CUW,2021-04-23,48.76
Curacao,CUW,2021-04-24,50.98
Curacao,CUW,2021-04-25,51.41
Curacao,CUW,2021-04-26,52.66
Curacao,CUW,2021-04-27,54.12
Curacao,CUW,2021-04-28,54.46
Curacao,CUW,2021-04-29,56.99
Curacao,CUW,2021-04-30,58.07
Curacao,CUW,2021-05-01,59.16
Curacao,CUW,2021-05-02,59.17
Curacao,CUW,2021-05-03,61
Curacao,CUW,2021-05-04,62.38
Curacao,CUW,2021-05-05,64.15
Curacao,CUW,2021-05-06,64.91
Curacao,CUW,2021-05-08,65.66
Curacao,CUW,2021-05-09,66.41
Curacao,CUW,2021-05-10,66.81
Curacao,CUW,2021-05-11,67.63
Curacao,CUW,2021-05-12,68.55
Curacao,CUW,2021-05-13,70.12
Curacao,CUW,2021-05-14,71.37
Curacao,CUW,2021-05-15,72.88
Curacao,CUW,2021-05-16,75.02
Curacao,CUW,2021-05-17,76.24
Curacao,CUW,2021-05-18,78.31
Curacao,CUW,2021-05-19,80.35
Curacao,CUW,2021-05-20,82.1
Curacao,CUW,2021-05-21,84.95
Curacao,CUW,2021-05-22,86.23
Curacao,CUW,2021-05-23,86.83
Curacao,CUW,2021-05-24,87.73
Curacao,CUW,2021-05-25,89.2
Curacao,CUW,2021-05-26,89.41
Curacao,CUW,2021-05-27,90.22
Curacao,CUW,2021-05-28,91.22
Curacao,CUW,2021-05-29,91.81
Curacao,CUW,2021-05-30,92.39
Curacao,CUW,2021-05-31,93.31
Curacao,CUW,2021-06-01,93.71
Curacao,CUW,2021-06-02,94.18
Curacao,CUW,2021-06-03,94.78
Curacao,CUW,2021-06-04,94.94
Curacao,CUW,2021-06-05,95.35
Curacao,CUW,2021-06-06,95.61
Curacao,CUW,2021-06-07,96.04
Curacao,CUW,2021-06-08,96.47
Curacao,CUW,2021-06-09,96.82
Curacao,CUW,2021-06-10,97.11
Curacao,CUW,2021-06-11,97.44
Curacao,CUW,2021-06-12,97.78
Curacao,CUW,2021-06-13,98
Curacao,CUW,2021-06-14,98.32
Curacao,CUW,2021-06-15,98.58
Curacao,CUW,2021-06-16,98.81
Curacao,CUW,2021-06-17,99.02
Curacao,CUW,2021-06-18,99.33
Curacao,CUW,2021-06-19,99.54
Curacao,CUW,2021-06-20,99.76
Curacao,CUW,2021-06-21,99.87
Curacao,CUW,2021-06-22,100.05
Curacao,CUW,2021-06-23,100.29
Curacao,CUW,2021-06-24,100.45
Curacao,CUW,2021-06-25,100.69
Curacao,CUW,2021-06-26,100.83
Curacao,CUW,2021-06-27,101.01
Curacao,CUW,2021-06-28,101.3
Curacao,CUW,2021-06-29,101.43
Curacao,CUW,2021-06-30,101.64
Curacao,CUW,2021-07-01,101.69
Curacao,CUW,2021-07-02,101.75
Curacao,CUW,2021-07-03,101.92
Curacao,CUW,2021-07-04,101.95
Curacao,CUW,2021-07-06,102.24
Curacao,CUW,2021-07-07,102.48
Curacao,CUW,2021-07-09,102.81
Curacao,CUW,2021-07-10,103.14
Curacao,CUW,2021-07-13,103.44
Curacao,CUW,2021-07-14,103.68
Curacao,CUW,2021-07-15,103.91
Curacao,CUW,2021-07-16,103.94
Curacao,CUW,2021-07-17,104.26
Curacao,CUW,2021-07-18,104.27
Curacao,CUW,2021-07-19,104.52
Curacao,CUW,2021-07-20,104.54
Curacao,CUW,2021-07-21,104.79
Curacao,CUW,2021-07-22,104.93
Curacao,CUW,2021-07-23,104.98
Curacao,CUW,2021-07-24,105.26
Curacao,CUW,2021-07-27,105.47
Curacao,CUW,2021-07-28,105.76
Curacao,CUW,2021-07-30,105.9
Curacao,CUW,2021-07-31,106.27
Curacao,CUW,2021-08-03,106.53
Curacao,CUW,2021-08-04,106.69
Curacao,CUW,2021-08-06,106.76
Curacao,CUW,2021-08-07,107.26
Curacao,CUW,2021-08-09,107.48
Curacao,CUW,2021-08-10,107.6
Curacao,CUW,2021-08-11,108.08
Curacao,CUW,2021-08-13,108.21
Curacao,CUW,2021-08-14,108.7
Curacao,CUW,2021-08-17,108.79
Curacao,CUW,2021-08-18,109.15
Curacao,CUW,2021-08-20,109.22
Curacao,CUW,2021-08-21,109.62
Curacao,CUW,2021-08-24,109.67
Curacao,CUW,2021-08-25,109.97
Curacao,CUW,2021-08-27,110.03
Curacao,CUW,2021-08-28,110.42
Curacao,CUW,2021-08-29,110.51
Curacao,CUW,2021-08-30,110.6
Curacao,CUW,2021-08-31,110.83
Curacao,CUW,2021-09-01,111
Curacao,CUW,2021-09-02,111.02
Curacao,CUW,2021-09-03,111.03
Curacao,CUW,2021-09-04,111.39
Curacao,CUW,2021-09-06,111.41
Curacao,CUW,2021-09-07,111.41
Curacao,CUW,2021-09-08,111.69
Curacao,CUW,2021-09-10,111.71
Curacao,CUW,2021-09-11,112.03
Curacao,CUW,2021-09-14,112.05
Curacao,CUW,2021-09-15,112.34
Curacao,CUW,2021-09-16,112.36
Curacao,CUW,2021-09-18,112.68
Curacao,CUW,2021-09-19,112.69
Curacao,CUW,2021-09-21,112.96
Curacao,CUW,2021-09-22,113
Cyprus,CYP,2021-01-06,0.44
Cyprus,CYP,2021-01-10,0.68
Cyprus,CYP,2021-01-16,1.15
Cyprus,CYP,2021-01-23,2
Cyprus,CYP,2021-01-30,2.87
Cyprus,CYP,2021-02-06,3.7
Cyprus,CYP,2021-02-13,5
Cyprus,CYP,2021-02-20,6.4
Cyprus,CYP,2021-02-23,7.27
Cyprus,CYP,2021-02-26,8.58
Cyprus,CYP,2021-03-07,11.18
Cyprus,CYP,2021-03-20,14.58
Cyprus,CYP,2021-04-03,18.19
Cyprus,CYP,2021-04-07,19.66
Cyprus,CYP,2021-04-09,20.63
Cyprus,CYP,2021-04-16,22.8
Cyprus,CYP,2021-04-19,24.17
Cyprus,CYP,2021-04-20,24.74
Cyprus,CYP,2021-04-21,25.26
Cyprus,CYP,2021-04-23,26.61
Cyprus,CYP,2021-05-01,32.41
Cyprus,CYP,2021-05-06,37.43
Cyprus,CYP,2021-05-10,41.83
Cyprus,CYP,2021-05-11,43.31
Cyprus,CYP,2021-05-12,45.05
Cyprus,CYP,2021-05-14,47.8
Cyprus,CYP,2021-05-16,48.94
Cyprus,CYP,2021-05-17,50.53
Cyprus,CYP,2021-05-18,52.02
Cyprus,CYP,2021-05-19,53.61
Cyprus,CYP,2021-05-21,56.76
Cyprus,CYP,2021-05-23,58.8
Cyprus,CYP,2021-05-24,60.05
Cyprus,CYP,2021-05-26,63.14
Cyprus,CYP,2021-05-27,64.46
Cyprus,CYP,2021-05-30,67.11
Cyprus,CYP,2021-06-01,69.29
Cyprus,CYP,2021-06-02,70.08
Cyprus,CYP,2021-06-03,71.22
Cyprus,CYP,2021-06-06,73.09
Cyprus,CYP,2021-06-07,73.75
Cyprus,CYP,2021-06-08,74.56
Cyprus,CYP,2021-06-09,75.8
Cyprus,CYP,2021-06-10,76.71
Cyprus,CYP,2021-06-11,77.68
Cyprus,CYP,2021-06-12,78.98
Cyprus,CYP,2021-06-15,80.94
Cyprus,CYP,2021-06-16,82.03
Cyprus,CYP,2021-06-17,83.26
Cyprus,CYP,2021-06-19,84.81
Cyprus,CYP,2021-06-23,86.52
Cyprus,CYP,2021-06-24,87.6
Cyprus,CYP,2021-06-30,91.13
Cyprus,CYP,2021-07-02,93.44
Cyprus,CYP,2021-07-03,94.14
Cyprus,CYP,2021-07-05,95.63
Cyprus,CYP,2021-07-06,96.5
Cyprus,CYP,2021-07-07,97.64
Cyprus,CYP,2021-07-08,98.68
Cyprus,CYP,2021-07-09,99.53
Cyprus,CYP,2021-07-10,99.9
Cyprus,CYP,2021-07-12,101.05
Cyprus,CYP,2021-07-13,101.78
Cyprus,CYP,2021-07-14,102.52
Cyprus,CYP,2021-07-15,103.24
Cyprus,CYP,2021-07-17,104.22
Cyprus,CYP,2021-07-19,105.19
Cyprus,CYP,2021-07-20,106.01
